trip_id_Count,bikeid,tripduration_Sum,Record_Count
563,2685,533750,563
606,2504,573515,606
898,5687,942544,898
682,46,642883,682
776,2421,769839,776
523,3439,479372,523
775,752,675810,775
1143,5194,965325,1143
820,5685,772339,820
621,4887,797955,621
736,4927,694528,736
560,5771,526274,560
339,5716,556724,339
534,2747,565102,534
889,5555,838013,889
844,4354,801939,844
521,4329,442560,521
675,4443,645982,675
643,2312,716211,643
731,2625,677419,731
905,4849,807794,905
266,1863,273878,266
293,1610,235484,293
204,5106,143952,204
652,1746,604562,652
407,4223,343513,407
360,3902,311101,360
506,3734,473383,506
738,2537,665129,738
682,5896,670607,682
652,1404,657574,652
807,621,727941,807
628,829,628142,628
579,2932,638617,579
249,3971,177835,249
837,5875,827285,837
579,3792,586458,579
910,4845,958034,910
779,4106,697975,779
803,2842,749128,803
232,2454,283803,232
1021,4869,935670,1021
942,5435,883425,942
795,153,728860,795
626,1558,623152,626
833,2087,807537,833
740,3240,658940,740
703,932,768414,703
580,2710,534310,580
685,3677,700470,685
217,266,146477,217
153,4202,111891,153
914,1283,857273,914
223,4949,189485,223
658,2169,886752,658
341,1394,310392,341
683,3659,662797,683
572,22,526474,572
775,3639,729132,775
888,5856,833768,888
706,2389,611304,706
444,4261,540037,444
758,2508,696794,758
953,5402,883278,953
776,4475,615444,776
508,303,487084,508
509,1976,459231,509
844,5438,783297,844
614,2624,567450,614
280,1969,249365,280
674,2700,665998,674
707,2066,722816,707
726,290,745192,726
365,2060,298414,365
797,5736,678774,797
670,1738,634987,670
468,3938,420939,468
761,407,722780,761
526,2571,491871,526
876,2641,879820,876
848,3999,834065,848
593,186,602888,593
212,2597,146588,212
665,2182,653625,665
936,3855,866735,936
586,3144,541105,586
538,2282,503987,538
672,2428,674592,672
770,3588,781168,770
707,4932,735751,707
798,771,812721,798
734,3740,683578,734
631,2911,573905,631
800,4034,760404,800
857,5307,841818,857
203,4102,131876,203
78,5073,49418,78
902,2524,813717,902
747,948,801642,747
635,1518,604919,635
431,1845,425141,431
873,3422,735634,873
901,5501,865014,901
723,3771,693328,723
202,4700,132854,202
676,1716,573548,676
254,5189,210254,254
365,1546,307040,365
826,1824,786905,826
557,45,474354,557
360,2020,324008,360
814,3201,740995,814
764,4367,733852,764
643,4800,579069,643
952,4548,891832,952
164,42,108894,164
447,1992,425403,447
666,3443,604118,666
794,4053,817217,794
346,1442,265619,346
609,670,564880,609
564,585,505185,564
644,2113,653957,644
676,2882,616813,676
103,163,90767,103
960,5729,965595,960
497,976,677966,497
705,3633,611262,705
884,3475,936058,884
763,2554,759952,763
139,21,95351,139
621,450,584621,621
628,5334,614095,628
787,4992,778184,787
886,350,905159,886
899,4858,846290,899
645,1972,707535,645
726,4759,820109,726
707,5738,656647,707
752,4013,673802,752
460,4723,521366,460
122,124,90533,122
648,3342,552530,648
532,783,481567,532
599,2623,669198,599
478,2035,435957,478
736,2888,645440,736
947,5470,942285,947
660,1498,617454,660
787,791,786306,787
536,4904,486948,536
686,531,637371,686
721,1631,700649,721
609,1754,569319,609
477,671,433390,477
692,5243,597190,692
1225,3489,1057048,1225
670,4026,672960,670
489,622,424847,489
1140,4935,1054847,1140
575,1197,626552,575
218,1733,126395,218
806,4578,628293,806
651,1256,583707,651
673,2884,564112,673
660,3460,659501,660
689,2770,691442,689
853,3658,844398,853
578,4531,600094,578
701,1760,648869,701
583,2328,533639,583
531,100,559561,531
507,1539,481559,507
869,5562,847209,869
836,5358,808435,836
914,800,873983,914
614,1617,560689,614
450,1055,557755,450
804,4089,726068,804
854,4029,804421,854
193,2925,128683,193
945,2283,806496,945
597,3255,636207,597
652,1474,577403,652
779,5126,733981,779
754,4806,649576,754
504,2733,424908,504
856,4428,834244,856
553,1334,512599,553
290,3419,255840,290
744,5201,754546,744
699,419,675399,699
711,2627,769086,711
293,1530,270865,293
795,4646,710087,795
502,2322,521504,502
622,3615,595160,622
671,2589,619675,671
822,5241,737551,822
719,2358,674709,719
719,1304,667420,719
352,2646,338127,352
860,4773,914777,860
936,5871,955795,936
388,5012,354043,388
878,4124,822019,878
646,3507,640714,646
241,2051,193109,241
839,5538,780374,839
537,4002,486524,537
704,408,667639,704
615,2852,544166,615
769,185,727906,769
831,5395,886139,831
964,5637,889986,964
171,1529,141757,171
556,145,505748,556
657,2014,577961,657
750,1861,753927,750
545,3710,541358,545
928,2278,896674,928
887,3737,875580,887
670,379,649754,670
223,3378,172517,223
708,2378,657475,708
280,2209,269741,280
989,5175,1103233,989
454,4815,381844,454
614,1456,563391,614
711,1365,630731,711
190,3749,145658,190
299,3601,236589,299
682,5531,645272,682
448,2868,485347,448
843,3823,869098,843
533,3305,567897,533
676,832,649108,676
485,209,481069,485
389,895,451047,389
702,2705,623446,702
694,2002,688868,694
855,5576,878644,855
206,775,155247,206
984,5650,828678,984
71,2310,50389,71
839,2585,748104,839
545,4146,585671,545
663,5223,665890,663
842,5644,765276,842
630,2709,546009,630
495,2525,471950,495
594,1206,598200,594
471,4324,400954,471
503,2794,441428,503
773,3932,777806,773
773,2043,839711,773
683,1261,628065,683
194,5183,188862,194
582,4889,529594,582
483,3322,465870,483
560,3995,572837,560
233,3357,227265,233
172,2331,121808,172
888,4461,804825,888
654,1154,619462,654
651,4118,632062,651
306,4080,312845,306
812,5035,817220,812
852,5675,809140,852
562,682,550118,562
805,3934,792580,805
438,3962,331329,438
590,1665,512154,590
701,4600,694824,701
530,1522,482470,530
756,5410,646615,756
472,1601,544658,472
545,677,500409,545
787,4494,750078,787
520,388,537627,520
601,815,586805,601
728,2010,576714,728
987,4396,918423,987
494,1426,478558,494
329,1318,285362,329
653,2172,541200,653
330,3778,297670,330
731,5525,801971,731
687,3287,609381,687
875,5097,885770,875
177,202,186019,177
731,3733,690836,731
974,5266,899097,974
374,2961,301698,374
602,4063,567104,602
641,2792,567841,641
587,1984,658617,587
785,5465,702388,785
761,4211,734327,761
581,2473,563923,581
361,2461,409346,361
746,4774,670195,746
891,5477,802438,891
936,3623,793136,936
155,1309,127610,155
931,211,862257,931
148,86,134030,148
1055,5798,1006751,1055
804,3270,737411,804
650,2273,683995,650
399,824,344242,399
810,5225,814759,810
682,4047,639651,682
275,1222,211155,275
502,510,459677,502
498,527,459524,498
588,3532,512494,588
614,3987,599667,614
525,2592,475780,525
651,4477,603293,651
525,1966,473408,525
1046,3988,1021853,1046
255,1523,203070,255
241,1189,224442,241
784,19,729207,784
919,4125,830136,919
931,3413,941155,931
780,4468,777769,780
683,1139,671789,683
907,5355,879904,907
596,4194,562243,596
834,3912,816867,834
735,1483,674447,735
922,3530,948700,922
863,5589,778066,863
661,3482,642429,661
397,1771,313570,397
634,7,612471,634
852,5089,773036,852
546,4263,542064,546
708,5140,569486,708
792,3777,720700,792
484,105,476740,484
1044,5394,857120,1044
225,2668,203499,225
452,2878,505084,452
734,373,724061,734
662,2142,641496,662
771,28,766532,771
819,5036,778079,819
610,1901,627136,610
809,1233,837725,809
791,896,747760,791
622,2343,628279,622
759,4387,709218,759
630,3578,564280,630
618,3508,577221,618
622,319,681695,622
754,330,834755,754
428,4277,391374,428
740,1547,770650,740
334,2230,317986,334
697,4291,599642,697
643,2258,605832,643
993,5287,941018,993
683,3602,620506,683
966,5260,1013310,966
596,1038,621437,596
866,5467,817711,866
701,627,651040,701
964,5848,915460,964
152,1897,129844,152
899,4593,820614,899
912,4755,841000,912
666,93,551423,666
971,688,848577,971
691,176,669805,691
519,2288,462549,519
649,3725,697319,649
646,1712,603746,646
399,4492,392010,399
201,4647,215540,201
547,4117,586840,547
629,1967,583920,629
255,814,204564,255
850,5002,900610,850
835,5170,796619,835
384,4259,364618,384
662,5449,673779,662
510,2864,490556,510
518,2720,509021,518
758,2260,743990,758
812,3104,747985,812
310,448,289476,310
726,1118,679855,726
564,149,723472,564
390,2536,363520,390
750,4255,650949,750
680,4957,722631,680
637,888,652925,637
903,3794,898448,903
815,4860,789043,815
509,4201,522953,509
766,4981,718273,766
512,143,426397,512
708,3487,710153,708
660,4584,547431,660
771,219,716608,771
543,1229,516563,543
641,734,522117,641
953,1476,873975,953
617,1909,658353,617
643,2124,621777,643
113,2952,73423,113
535,1416,619836,535
643,369,614062,643
647,796,706541,647
759,5599,795849,759
540,3138,514751,540
618,3970,662733,618
673,4883,592948,673
755,477,709741,755
791,2391,680159,791
497,1134,429081,497
325,5847,285696,325
440,1737,430971,440
746,4030,712643,746
893,5474,811839,893
182,2775,179692,182
207,3779,172704,207
652,806,629934,652
861,5322,777424,861
644,4632,647297,644
533,439,535374,533
638,4402,560175,638
216,3818,159384,216
587,2727,534037,587
604,1390,632045,604
1048,5391,917608,1048
266,5351,200152,266
715,2757,852332,715
464,4484,379277,464
347,380,292948,347
689,497,606235,689
252,4140,213688,252
697,5412,650256,697
675,390,600724,675
743,3018,689955,743
570,1146,665578,570
587,5300,525022,587
810,3519,836317,810
255,2269,228230,255
562,1954,569685,562
823,3599,750471,823
935,3161,939549,935
664,431,732021,664
647,4571,741742,647
764,1372,689687,764
827,1009,742979,827
525,1999,580979,525
561,2969,535975,561
570,672,556645,570
617,62,604551,617
978,5055,893416,978
666,5363,664916,666
345,2987,334208,345
727,237,612660,727
386,1121,379027,386
104,2198,71534,104
468,928,462153,468
598,4816,598665,598
772,3498,745763,772
840,3185,851893,840
291,2873,240126,291
252,1744,203809,252
83,3113,62947,83
260,3095,196996,260
810,1938,702410,810
303,1094,297883,303
538,3884,467343,538
741,579,743455,741
748,3828,740901,748
500,2552,424331,500
548,2648,436992,548
687,1677,692839,687
330,507,279981,330
862,825,784727,862
596,3203,554224,596
622,3143,648838,622
573,2483,662022,573
703,4663,657679,703
629,1226,577001,629
445,1840,402720,445
773,361,660625,773
637,2442,632476,637
1002,4416,1050519,1002
287,5828,215866,287
916,3517,795014,916
831,3751,747149,831
870,3131,848090,870
687,4193,637206,687
833,5775,789646,833
320,2929,242479,320
1005,4270,957665,1005
690,3129,738931,690
193,549,171329,193
704,2452,650838,704
822,3814,863166,822
991,4843,996521,991
941,4565,881239,941
336,3676,276001,336
666,5618,583136,666
778,1648,780845,778
874,5768,883992,874
885,5789,887609,885
491,3899,404098,491
708,4091,672878,708
554,683,581872,554
737,1272,695169,737
888,3509,910776,888
243,4898,206553,243
685,89,727201,685
740,4882,721765,740
799,4440,713706,799
600,2965,567117,600
464,112,381551,464
610,3606,538138,610
795,4231,800084,795
588,5528,493527,588
685,1996,687412,685
541,3099,527626,541
213,1943,205408,213
725,3850,665741,725
843,1175,950478,843
123,1821,93466,123
791,4478,801151,791
774,5783,790133,774
934,5440,951737,934
673,1321,649788,673
642,4525,637185,642
929,3184,956645,929
208,4452,169362,208
544,1645,526985,544
691,4243,672813,691
831,3940,758682,831
941,5382,911357,941
367,453,293820,367
598,3619,511637,598
383,1359,300110,383
632,2393,653941,632
713,3555,698240,713
514,451,504128,514
547,4493,498853,547
560,57,482581,560
757,1834,741340,757
773,138,838187,773
598,3277,674654,598
713,2126,840148,713
850,1876,718239,850
147,1874,105698,147
578,50,547593,578
918,5141,900116,918
429,2576,411107,429
589,2156,567040,589
635,4161,589065,635
680,1905,624060,680
448,1258,436043,448
696,4236,685925,696
71,274,65461,71
598,2082,670494,598
594,1126,559568,594
853,4951,810345,853
809,5829,728601,809
884,5397,905582,884
335,3909,272125,335
31,4028,22740,31
489,2522,425383,489
935,5383,857755,935
742,3930,664961,742
576,2871,555818,576
785,3612,717084,785
580,606,644542,580
854,1639,872584,854
381,524,335135,381
664,2696,588673,664
1015,4731,922350,1015
928,3472,916107,928
477,2872,458682,477
602,1510,554546,602
862,1501,833259,862
749,2938,743680,749
888,5569,772732,888
571,3515,556504,571
271,1091,293925,271
502,1811,586298,502
699,799,644229,699
608,2539,531366,608
784,1253,716427,784
580,1383,508977,580
453,4286,371422,453
281,1888,263405,281
643,1019,621982,643
780,3575,816352,780
135,2381,105944,135
232,1292,230734,232
556,108,426154,556
912,4829,923739,912
743,1102,730841,743
861,4322,838250,861
557,5836,478704,557
237,772,188916,237
335,4919,255270,335
602,4375,597523,602
687,1349,674973,687
515,2076,501630,515
859,3023,775189,859
201,1429,161904,201
931,3662,904330,931
655,3310,604775,655
788,938,819560,788
684,2677,680213,684
663,37,649471,663
475,1763,417044,475
656,4801,634512,656
210,4449,166143,210
573,1164,565657,573
1008,3744,1036117,1008
586,3827,610156,586
713,1157,730296,713
820,234,758409,820
692,2265,656613,692
939,73,905480,939
691,2154,676680,691
970,4790,894446,970
551,4109,527620,551
587,240,534467,587
560,882,540622,560
740,1113,837419,740
533,1577,526285,533
827,4412,801331,827
674,5895,607566,674
586,1921,563024,586
650,545,635213,650
850,4782,791771,850
958,3747,983926,958
781,1263,714866,781
758,4208,767518,758
922,3789,816630,922
568,165,555171,568
723,500,678015,723
218,4274,168526,218
713,854,703939,713
812,4506,758790,812
706,252,717885,706
765,2676,712397,765
506,726,448134,506
549,828,558507,549
748,383,666290,748
383,3763,358843,383
849,5722,831577,849
821,56,834146,821
629,121,708573,629
828,5301,753110,828
864,5649,754954,864
318,2397,289840,318
815,3597,859863,815
487,751,451459,487
451,2047,483460,451
686,741,744017,686
964,5207,915107,964
828,430,821789,828
716,5821,725880,716
617,3394,506384,617
783,3429,731340,783
671,449,603435,671
822,5459,726408,822
576,2556,528529,576
728,298,823979,728
340,2909,254228,340
301,216,247831,301
348,5601,333644,348
579,1107,539552,579
595,5724,582504,595
891,5764,815510,891
827,3634,730050,827
1119,4848,1030079,1119
188,678,128899,188
893,4561,910642,893
582,117,525944,582
586,614,537820,586
848,3887,793307,848
748,1818,658645,748
715,1589,641153,715
505,5265,381388,505
970,4920,900695,970
545,2670,569815,545
526,61,560052,526
415,1347,340066,415
643,1764,631788,643
223,2433,198207,223
800,4275,805935,800
657,4500,672242,657
606,2299,514367,606
320,1289,283961,320
616,2095,606894,616
564,4435,546340,564
770,5152,698930,770
671,913,635795,671
638,2959,614610,638
575,4372,497421,575
580,4625,508456,580
776,1682,711400,776
639,11,640483,639
200,2027,138706,200
559,397,608122,559
550,4399,546344,550
595,1228,598032,595
468,356,424950,468
214,4507,155217,214
458,2462,421226,458
620,4990,594427,620
718,245,839014,718
58,1403,40229,58
681,3838,729744,681
621,337,659133,621
525,5551,561816,525
101,3437,86477,101
813,1192,827705,813
639,1028,656975,639
720,3648,608842,720
582,4240,529454,582
531,1182,456700,531
791,2053,660362,791
814,2970,801301,814
528,468,534101,528
342,1726,311473,342
503,4527,559097,503
937,4341,903803,937
686,2086,694463,686
634,1450,608239,634
693,3722,651191,693
726,5751,699021,726
442,2243,411116,442
630,2815,587200,630
863,5031,844051,863
563,2280,564274,563
702,3539,696764,702
733,1351,750052,733
748,2012,692936,748
885,3510,797367,885
780,3650,769013,780
714,1194,637421,714
754,348,632608,754
724,1788,722296,724
854,4351,827177,854
470,1679,531396,470
221,2783,203398,221
753,2511,662200,753
846,4413,829087,846
912,3373,880620,912
916,5218,1009251,916
741,816,682313,741
783,5291,742577,783
565,2604,619060,565
609,3998,539973,609
770,4613,755836,770
704,157,694783,704
364,2202,328596,364
743,4292,651971,743
457,5226,393187,457
652,4615,689230,652
728,1314,715470,728
656,2681,636310,656
558,1458,465316,558
617,3338,665201,617
811,5779,778274,811
832,5252,822898,832
527,1160,483884,527
362,2110,347327,362
332,3756,314123,332
977,3929,923763,977
750,2298,719386,750
785,29,802592,785
481,4039,454195,481
135,2030,110742,135
611,1659,649801,611
755,4623,872449,755
600,4251,556458,600
763,3295,733780,763
239,457,208207,239
883,4003,875016,883
741,4688,653597,741
649,5815,661098,649
765,2928,685589,765
670,1979,700961,670
781,4835,685210,781
283,1997,303396,283
433,3097,408083,433
439,4765,484282,439
94,4179,66246,94
719,3630,733493,719
937,5786,833578,937
490,4437,493842,490
470,2262,433723,470
632,1806,548218,632
535,170,511247,535
751,2208,666953,751
947,5885,895492,947
502,3690,438812,502
931,5670,901237,931
827,4888,738474,827
950,5436,822192,950
438,1414,438106,438
562,1862,571584,562
704,3727,682397,704
881,3312,756959,881
644,8,596869,644
823,4086,939801,823
665,5604,656960,665
425,4557,348577,425
598,661,598757,598
560,4293,584780,560
1042,5139,948108,1042
640,3137,628148,640
125,1607,88354,125
759,2512,738531,759
757,4068,741364,757
150,1886,101887,150
459,2450,394674,459
748,5275,683822,748
982,5289,852368,982
899,5513,940196,899
412,4505,374495,412
825,3627,837864,825
467,5288,420739,467
611,1865,556316,611
927,3666,915106,927
588,1629,528436,588
653,3115,558128,653
652,5889,598243,652
701,3105,711120,701
525,1167,529797,525
641,1894,540298,641
265,2246,214463,265
627,2472,577036,627
804,4809,720537,804
799,5920,726958,799
831,4153,779708,831
762,281,715718,762
474,2698,516026,474
378,1630,343130,378
579,1240,603874,579
405,4331,400167,405
752,259,728979,752
388,1583,348179,388
295,5709,225901,295
935,5580,871128,935
809,5196,736596,809
672,183,565555,672
652,4142,576443,652
495,3680,586322,495
572,3121,471066,572
832,5237,697995,832
856,4971,834188,856
637,1216,658284,637
897,5543,873245,897
251,4455,205325,251
822,5683,808949,822
420,2957,391464,420
300,1257,211427,300
683,1841,629453,683
586,3981,557069,586
1108,4913,1101248,1108
586,2295,578053,586
878,773,844624,878
748,1944,780125,748
695,4303,633001,695
1086,5299,996657,1086
583,3644,563710,583
672,3265,607840,672
615,4111,566900,615
815,4526,812517,815
575,1319,554715,575
684,1570,628449,684
713,4778,682568,713
680,3591,682700,680
327,5228,304158,327
588,3589,473941,588
564,4582,512603,564
923,3847,987619,923
136,914,97050,136
931,3812,896814,931
147,454,137519,147
958,5192,905771,958
641,4049,682502,641
608,3705,567458,608
828,5419,775136,828
419,731,430096,419
319,4465,303960,319
568,2781,444363,568
913,1953,842110,913
802,4588,848794,802
763,3785,735361,763
790,2180,742424,790
704,2089,611615,704
623,2062,556042,623
341,4666,348693,341
654,3879,600536,654
900,3626,793112,900
121,4711,84756,121
798,3094,812790,798
631,402,599432,631
1033,5852,942604,1033
702,907,645914,702
492,3490,459024,492
695,4335,655881,695
627,4126,596123,627
588,1595,543190,588
608,4686,584799,608
429,2764,388913,429
783,3505,796030,783
916,5598,943941,916
325,1664,280915,325
829,5305,790033,829
407,5000,354260,407
217,304,177255,217
314,5371,273822,314
78,2319,71385,78
704,3030,733143,704
581,3586,630189,581
564,941,506234,564
769,3375,714424,769
721,1488,662988,721
339,4627,250978,339
855,2395,787911,855
791,26,693635,791
790,759,740282,790
764,1333,739026,764
732,81,697769,732
633,2271,596402,633
425,3163,355927,425
533,2902,491056,533
188,1792,129315,188
957,5039,938532,957
804,1709,753225,804
882,5124,855147,882
652,428,632317,652
774,1184,703413,774
422,2200,484765,422
821,4190,799919,821
816,4205,800734,816
118,2690,100382,118
553,5807,531247,553
852,5177,778929,852
792,3550,796220,792
923,4968,865789,923
457,2951,413375,457
987,5390,889214,987
660,2013,681877,660
837,5767,821659,837
703,874,747102,703
594,1868,585580,594
815,224,745799,815
117,2261,69529,117
763,3209,844409,763
761,1705,745975,761
705,873,641797,705
287,3463,246310,287
617,2097,574999,617
262,2195,210881,262
657,2255,629252,657
428,1447,334412,428
991,4692,905114,991
557,2853,532614,557
812,4472,827847,812
679,5121,664752,679
198,3285,153407,198
464,2756,486163,464
908,3613,917331,908
954,5227,893325,954
643,3570,601119,643
762,3202,772170,762
309,4249,249666,309
850,4019,831371,850
423,720,323695,423
702,1662,653704,702
642,1772,574812,642
725,201,665144,725
548,3344,466318,548
721,2805,614664,721
493,2166,416363,493
760,208,810322,760
331,2515,279698,331
565,2566,587593,565
463,1017,395610,463
690,5115,727615,690
345,3088,263364,345
635,1593,571313,635
858,1085,864592,858
645,4684,649036,645
677,1782,641941,677
593,3448,656028,593
705,2651,721330,705
733,248,686182,733
552,1608,528029,552
655,5460,689428,655
971,5210,916347,971
643,2118,645379,643
568,863,603466,568
436,422,420891,436
248,2407,237488,248
552,1657,531011,552
767,2521,659216,767
226,4730,155848,226
671,2637,612738,671
926,5530,953345,926
808,3795,711090,808
802,3642,756608,802
904,393,824561,904
676,1237,602235,676
581,1802,541135,581
696,3824,622719,696
691,930,647876,691
738,2342,687821,738
289,3314,252491,289
660,1556,565810,660
615,3783,513936,615
496,4579,480385,496
767,5426,697843,767
578,1910,541933,578
573,5458,584550,573
664,1710,617615,664
99,5859,87017,99
890,4737,878873,890
788,2174,754387,788
746,1312,663977,746
269,3910,195898,269
1056,4943,1005413,1056
830,2766,796296,830
1118,5418,1057719,1118
924,5628,830839,924
143,2167,196292,143
558,730,546025,558
111,1166,76465,111
627,3239,625272,627
656,3359,586677,656
1028,3975,939868,1028
767,1420,849233,767
601,5564,519066,601
824,3192,790881,824
716,3765,689348,716
482,199,492992,482
580,332,572217,580
701,3179,681137,701
779,5469,730509,779
337,1084,308509,337
578,1219,521470,578
698,877,667921,698
849,3918,795171,849
696,5302,712261,696
732,2429,840844,732
569,325,554308,569
986,5047,969920,986
558,2533,619093,558
556,1448,494927,556
859,5209,881563,859
299,685,252646,299
730,4424,653199,730
1049,3182,1086846,1049
590,3134,576163,590
840,2717,935069,840
752,2851,742389,752
738,662,734453,738
1004,4404,889302,1004
684,5542,661530,684
605,1732,533310,605
745,1768,744609,745
612,3136,601531,612
498,3476,471487,498
515,1461,486637,515
816,5695,702958,816
877,4748,921265,877
878,3837,854984,878
621,4192,564676,621
483,4685,526842,483
862,5224,791419,862
739,5643,794432,739
320,1443,313045,320
692,3784,649770,692
721,3414,718888,721
593,362,609130,593
301,1046,229357,301
516,1849,527696,516
632,4808,628063,632
931,5816,860572,931
705,1723,713989,705
631,3900,622014,631
381,4295,331743,381
740,4654,664498,740
930,463,845544,930
825,1056,756424,825
770,2927,711734,770
549,4614,505308,549
370,212,369159,370
795,5520,703690,795
82,3840,62263,82
598,1460,642473,598
703,1181,605791,703
788,555,735566,788
540,3542,490156,540
506,5318,551007,506
193,3266,145439,193
703,4635,682024,703
665,4850,602158,665
593,3363,602823,593
439,5508,459161,439
634,2402,658583,634
673,4886,626311,673
699,4447,692045,699
800,5158,673551,800
619,346,577486,619
716,4421,713615,716
635,5408,654822,635
702,4012,635799,702
897,5646,942053,897
945,5370,931027,945
827,5013,787986,827
575,2065,637596,575
325,1714,344436,325
759,4325,850448,759
722,2557,758914,722
695,738,749817,695
629,1225,565700,629
796,1276,701026,796
674,4708,772103,674
185,833,171938,185
727,4818,801115,727
305,4745,268948,305
979,5554,1007731,979
323,1541,219083,323
818,5240,742984,818
825,686,746993,825
874,577,883787,874
811,1130,738233,811
804,4050,728941,804
589,2120,559585,589
695,4942,696265,695
756,4065,726402,756
438,158,445010,438
372,2300,311937,372
593,2313,553819,593
284,1178,280647,284
623,5320,559902,623
406,3729,333922,406
656,689,573586,656
898,3709,813776,898
605,5667,499764,605
943,3849,962520,943
409,911,466299,409
702,1774,622228,702
704,1619,721782,704
1036,5393,1077416,1036
960,5084,1004110,960
248,3400,176377,248
658,744,648197,658
909,5595,869763,909
527,3296,466858,527
664,2256,633664,664
808,3989,734147,808
356,989,348536,356
836,5845,865243,836
689,2426,681599,689
551,1670,507841,551
573,2234,496902,573
681,3272,562193,681
466,5279,419172,466
313,3031,245863,313
951,4364,878426,951
665,2107,594734,665
739,4573,760169,739
372,4389,479529,372
539,4467,500738,539
418,2986,346618,418
650,4041,751966,650
195,1412,168264,195
655,1613,630279,655
940,5065,908770,940
918,5133,896924,918
882,5142,872245,882
588,519,598243,588
290,2432,286995,290
795,955,784771,795
358,2349,336881,358
717,264,668318,717
637,3333,605028,637
687,763,627373,687
727,5184,746089,727
373,1755,365020,373
777,4024,759153,777
839,3187,785613,839
226,426,184340,226
237,3521,200715,237
634,3278,595543,634
394,2081,417095,394
538,1847,480209,538
682,2214,664608,682
701,1614,690853,701
794,598,825183,794
788,4149,715555,788
680,611,668533,680
530,1571,517281,530
600,3132,558857,600
593,4807,527345,593
832,3526,735922,832
464,2845,441365,464
660,2606,666794,660
242,5614,165875,242
758,2318,679973,758
890,4328,801126,890
814,1781,789323,814
879,3458,752014,879
727,940,797843,727
790,2252,810783,790
677,3086,596571,677
729,2890,673153,729
392,3980,398379,392
621,4370,612434,621
758,3820,729168,758
93,638,119430,93
722,1633,659944,722
592,1952,511276,592
724,4237,691885,724
623,3364,572356,623
664,2990,618805,664
551,5691,595834,551
672,520,637702,672
800,4340,785161,800
277,3402,221141,277
721,565,710281,721
784,5835,798809,784
665,230,591064,665
715,628,684598,715
631,1609,610754,631
831,4137,783206,831
1017,5897,1057565,1017
779,2080,778298,779
775,5199,756108,775
722,3581,603761,722
441,5788,316755,441
572,2227,656263,572
836,3798,782257,836
668,2303,690686,668
257,2738,235427,257
580,1798,569289,580
684,4495,666388,684
875,4667,824713,875
627,2084,654919,627
521,532,471604,521
665,608,666763,665
533,3205,575813,533
828,3579,766467,828
605,1532,582462,605
961,5327,920053,961
672,4766,705040,672
764,4058,876795,764
688,1795,660754,688
826,3857,835591,826
934,4318,837979,934
896,5285,856107,896
276,5784,187926,276
695,249,650009,695
570,60,518102,570
781,3300,827564,781
538,4167,577332,538
567,881,513189,567
285,72,227502,285
669,4969,583717,669
704,4580,584211,704
872,4687,874717,872
502,1783,412368,502
493,2579,421567,493
884,3915,813948,884
724,1071,694357,724
894,3571,801895,894
753,3572,672466,753
368,975,350234,368
591,161,584719,591
685,4397,666269,685
602,360,523204,602
624,1430,629116,624
1134,5622,1144004,1134
737,2865,697917,737
290,3622,237598,290
954,1707,913400,954
809,4937,873240,809
775,875,748872,775
527,644,469325,527
813,860,753364,813
248,5369,241152,248
799,5420,707299,799
521,5014,513614,521
809,4547,723678,809
470,4713,393602,470
513,818,484024,513
655,4788,545689,655
862,2934,779377,862
846,3450,892549,846
997,5831,972038,997
533,1350,506752,533
1009,5624,919609,1009
767,455,702350,767
724,2387,725108,724
633,64,748791,633
216,129,162880,216
995,4947,902186,995
795,3645,772667,795
691,658,629785,691
783,3484,775093,783
828,5874,855351,828
825,2116,765330,825
861,3861,777397,861
460,2449,458517,460
503,137,514044,503
823,5257,814468,823
117,2477,78084,117
550,180,502087,550
448,5262,367431,448
553,5752,541838,553
666,3669,641561,666
758,1030,756977,758
1001,5380,982153,1001
647,2034,652978,647
992,5191,925746,992
825,3552,848494,825
832,446,812771,832
832,5253,1040819,832
862,3904,823056,862
759,2464,704625,759
652,2430,602843,652
333,433,308827,333
734,2974,718612,734
380,4796,353143,380
119,4216,103799,119
769,2818,712963,769
595,1786,593884,595
924,5903,836579,924
826,4174,750050,826
788,4933,737684,788
829,5747,767009,829
981,5541,949309,981
643,2771,687835,643
518,5245,503033,518
692,2694,619982,692
253,3558,159438,253
176,4597,168500,176
742,5180,669749,742
662,4729,729320,662
656,3516,606748,656
332,24,327229,332
606,935,593865,606
299,5609,296671,299
759,4955,689437,759
725,2689,637002,725
630,4589,557014,630
884,5452,837288,884
471,2361,472765,471
815,1389,712228,815
587,2466,533681,587
788,1336,825110,788
925,4474,927982,925
205,2726,167152,205
595,3983,552541,595
174,999,127113,174
877,3901,751119,877
821,5809,793183,821
764,1234,675874,764
175,5186,208998,175
783,291,727353,783
881,1284,827578,881
516,1787,564852,516
870,3816,784082,870
605,5586,574313,605
910,1122,861721,910
688,4439,690284,688
584,710,503942,584
348,4828,308824,348
517,5409,457009,517
761,5665,683784,761
622,3399,579738,622
842,5099,806314,842
643,4757,695880,643
849,5882,902720,849
729,1666,700987,729
168,5749,133089,168
612,1640,589098,612
862,4866,817622,862
704,235,610600,704
871,5493,869848,871
603,834,549284,603
605,2205,570615,605
692,4158,658222,692
569,3043,508444,569
325,1338,273416,325
866,3745,786809,866
500,588,446816,500
872,1502,852675,872
770,1431,829496,770
563,1961,515504,563
771,4182,766970,771
496,3274,489795,496
532,2286,517623,532
1000,5130,906373,1000
